ix1,iy1,iz1,E111,E112,E113,E121,E122,E123,E131,E132,E133,E211,E212,E213,E221,E222,E223,E231,E232,E233,E311,E312,E313,E321,E322,E323,E331,E332,E333,trueE,ECube2,sumE
16,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47216,0,0,0.275539,0,0,0,0,0,0,0,0,0,0,1.54351,0.275539,2.17365
9,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39049,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03055,0,1.39049
11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49304,0,0,0.109857,0,0,0,0,0,0,0,0,0,0,3.66225,0.109857,3.6029
3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30977,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60115,0.454618,2.94737
12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35254,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47333,0.366525,4.85406
1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42043,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28151,0,4.42043
15,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2593,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1533,0,3.2593
1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39879,0.640174,0,0,0,0,0,0,0,0,0,0,0,0,3.99923,0.640174,3.03896
7,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35156,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33047,0.401556,2.01885
13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15814,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93459,0.449275,2.77713
9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08127,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32425,0.158833,1.2401
4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50103,0,0,0.434806,0,0,0,0,0,0,0,0,0,0,2.38786,0.434806,3.23892
9,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13474,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05987,0,3.13474
4,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57933,0.27955,0,0,0,0,0,0,0,0,0,0,0,0,2.70102,0.27955,1.85888
16,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821443,0,1.13949
12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14782,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12834,0.151373,2.41743
13,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5896,0,0,0,0,0,0,0.165061,0,0,0,0,0,0,1.43545,0.297567,2.05223
4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50931,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0491,0.123931,3.63324
1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6058,0,0,0.751456,0,0,0,0,0,0,0,0,0,0,2.10303,0.751456,2.71014
9,14,2,0,0,0,0,0,0,0,0,0,0.356605,0,0,0,0.948085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921591,0.356605,1.63316
11,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64615,0,0,0.565432,0,0,0,0,0,0,0,0,0,0,3.21879,0.565432,3.21158
16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07305,0,0,0.868203,0,0,0,0,0,0,0,0,0,0,4.2734,0.868203,4.24918
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52481,0.205726,0,0,0,0,0,0,0,0,0,0,0,0,3.83777,0.205726,4.73054
8,8,9,0,0,0,0,0,0,0,0,0,0,0.14728,0,0,2.59005,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80671,0.14728,2.85862
7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59979,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54492,0.258719,2.96323
11,2,5,0,0,0,0,0.729387,0,0,0,0,0,0,0,0,2.19967,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97894,0.729387,3.41616
9,5,4,0,0,0,0,0,0.159629,0,0,0,0,0,0,0,0.464692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282762,0.213593,0.837914
7,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65499,0.504485,0,0.227174,0,0,0,0,0,0,0,0,0,0,3.73144,0.504485,2.54779
8,11,4,0,0,0,0,1.10682,0,0,0,0,0,0,0,0,2.89451,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94204,1.10682,4.39421
11,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27031,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03925,0.499354,3.76967
2,14,6,0,0,0,0,0,0,0,0,0,0,0.15632,0,0,2.32892,0,0,0,0,0,0.262643,0,0,0,0,0,0,0,2.3043,0.262643,2.95893
11,5,3,0,0,0.247754,0,0,0,0,0,0,0,0,0,0,2.45525,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02248,0.247754,2.703
2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17288,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90239,0.328342,4.50122
1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78946,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99645,0,2.78946
2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82961,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68111,0.277728,2.10734
6,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696654,0.294045,1.1536
3,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90862,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47836,0.665271,3.57389
3,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820294,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01643,0.352884,1.17318
13,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11896,0,0,0,0,0,0,0,0,1.07342,0,0,0,0,3.0485,1.07342,3.61267
14,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373925,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9494,0,0.373925
10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79274,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35532,0.719508,2.51225
2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82329,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99715,0.271042,3.21714
5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728235,0,0,0,0,0,0,0,0,0.399868,0,0,0,0,0.999998,0.579729,1.70783
16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79139,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72716,0.134528,5.03204
13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47173,0,0,0,0.461215,0,0,0,0,0,0,0,0,0,4.08234,0.461215,4.93294
13,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32718,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67003,0.104524,4.4317
3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06117,0.162224,0,0,0.244661,0,0,0,0,0,0,0,0,0,1.53451,0.244661,2.46806
9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6404,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66294,0.463509,4.10391
9,6,7,0,0,0,0,0,0,0,0,0.153521,0,0,0,0.326112,3.13452,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11458,0.326112,3.61415
3,2,5,0,0,0,0,0,0.255466,0,0,0,0,0,0,0,0.866847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745054,0.255466,1.22382
1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84692,0,0,0,0,0,0,0,0,0.140627,0,0,0,0,2.50315,0.153048,2.24461
9,15,1,0,0,0,0,0.183764,0,0,0,0,0,0,0,0,4.01823,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78592,0.451192,4.65318
7,1,6,0,0,0,0,0.314872,0,0,0,0,0,0,0,0,1.27429,0,0,0.67878,0,0,0,0,0,0,0,0,0,0,2.11906,0.67878,2.26795
2,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50634,0.130359,0,0,0,0,0,0,0,0,0,0,0,0,1.44997,0.163723,1.80042
15,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53515,0.15112,0.675816
8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5378,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92225,0.231714,3.5008
13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99679,0,0,0,0,0,0,0,0,0,0,0.244708,0,0,2.23976,0.300306,2.66961
10,15,1,0,0,0,0,0.409181,0,0,0,0,0,0,0,0,4.43181,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81842,0.409181,4.84099
5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91965,0.25873,0,0,0,0,0,0,0,0,0,0,0,0,1.98344,0.25873,2.17838
6,16,7,0,0,0,0,0.923013,0.194128,0,0,0,0,0,0,0,1.85068,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10876,0.923013,2.96782
3,15,6,0,0,0,0,0.90355,0,0,0,0,0,0,0,0,1.98812,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81948,0.90355,3.36363
3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43455,0.87331,0,0,0,0,0,0,0,0,0,0,0,0,3.21282,0.87331,2.45664
6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31526,0.272484,3.60362
1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75559,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12124,0.203768,4.08992
13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15001,0,0,0.456153,0.163895,0,0,0,0,0,0,0,0,0,1.70367,0.456153,2.19791
12,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51859,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40642,0.112915,1.6315
10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5038,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54027,0,4.5038
3,3,3,0,0,0,0,0.354003,0,0,0,0,0,0,0,0,1.17315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954252,0.354003,1.52715
7,15,1,0,0,0,0,0.506499,0,0,0,0,0,0,0,0,2.13085,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39102,0.506499,2.77759
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885097,0,0,0.419095,0,0,0,0,0,0,0,0,0,0,1.65535,0.419095,1.89577
14,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92842,0,0,0.109848,0,0,0,0,0,0,0,0,0,0,3.32782,0.239431,4.2777
1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426419,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15172,0,0.426419
8,7,9,0,0,0,0,0.132515,0,0,0,0,0,0,0,0,1.14614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980038,0.242372,1.52102
1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89389,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40213,0.11162,1.00551
6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85326,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86084,0.282617,2.38379
15,14,8,0,0,0,0,0,0,0,0,0,0,0,0.384412,0,3.99679,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01719,0.384412,4.54672
8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22989,0,0,0,0,0,0,0,0,0.145173,0,0,0,0,1.35312,0.340294,1.71535
7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62498,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54648,0.318112,2.08918
14,12,7,0,0,0,0,0,0,0,0,0.132653,0,0,0,0,2.8713,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4988,0.369099,3.37305
10,16,4,0,0,0,0,0,0,0,0,0,0,1.05569,0,0,1.35309,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05305,1.05569,2.86091
7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5237,0,0,0,0,0,0,0,0,0.157242,0,0,0,0,1.34949,0.157242,1.79327
5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91686,0.325792,0,0,0,0,0,0,0,0,0,0,0,0,2.5846,0.325792,2.24265
13,6,1,0,0,0,0,0,0,0,0,0,0,0.297892,0,0,1.3845,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34767,0.297892,1.79073
3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695554,0,0,0.120803,0,0,0,0,0,0,0.118723,0,0,0,2.28205,0.207061,1.14214
5,13,7,0,0,0,0,0.257319,0,0,0,0,0,0,0,0,2.97472,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81382,0.257319,3.34537
4,3,4,0,0,0,0,0.153716,0,0,0,0,0,0,0,0,3.59831,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49891,0.285197,4.21406
10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62447,0,0,0,0,0,0,0,0,0,0,0,0.297163,0,1.80092,0.297163,1.92163
3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61358,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98207,0.51776,3.13134
14,10,8,0,0,0,0,0.119432,0,0,0,0,0,0,0,0,1.47294,0.262168,0,0,0,0,0,0,0,0,0,0,0,0,1.39177,0.262168,1.85454
6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11362,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3022,0,1.11362
2,6,4,0,0.397911,0,0,0,0,0,0,0,0,0,0,0,2.87728,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82613,0.397911,3.76287
14,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77813,0,0,0,0,0,0,0,0,0,0,0,0,0.596111,1.86576,0.596111,2.64433
15,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197217,0.253123,0.640292
2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969507,0,1.22585
1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39883,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95086,0.276582,1.67541
1,2,6,0,0,0,0,0,0,0,0,0,0,0.317115,0,0,2.76664,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46946,0.317115,3.25088
12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89414,0.112599,1.4068
8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1555,0,0,0,0,0,0.198498,0,0.133734,0,0,0,0,0,2.70642,0.198498,2.71828
10,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81887,0,0,1.37632,0,0,0,0,0,0,0,0,0,0,5.20392,1.37632,5.40539
5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807067,0,0,0,0,0,0,0,0,0,0,0.187821,0,0,0.203382,0.284766,1.27965
2,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22304,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31915,0.298848,3.52189
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0.180773,0,1.81954,0,0,0,0,0,0,0,0,0.957548,0,0,0,0,4.24259,0.957548,3.08414
9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24169,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05835,0.327577,3.85005
6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12857,0,0,0,0,0,0.186952,0,0,0.457648,0,0,0,0,1.88301,0.457648,1.77317
12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32837,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49722,0.205701,2.89197
1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63484,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84112,0,1.63484
15,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36266,0,0,0,0,0,0.166189,0,0,0,0,0,0,0,1.26872,0.166189,1.52885
8,3,3,0,0,0,0,1.45911,0,0,0.266037,0,0,0,0,0,2.39481,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84291,1.45911,4.34913
14,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44512,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38535,0.125057,2.67395
10,4,6,0,0,0,0.17182,0,0,0,0,0,0,0,0,0.143392,0.255095,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21661,0.17182,0.570307
4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39498,0.179742,0,0,0,0,0,0,0,0,0,0,0,0,2.2589,0.179742,2.57472
2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875667,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31472,0,0.875667
15,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462565,0,0.481301
8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75368,0,0,0,0,0,0,0,0,0.320333,0,0,0.156127,0,1.58679,0.320333,2.46792
6,16,5,0,0,0,0,0.305026,0,0,0,0,0,0.493387,0,0,1.36837,0,0,0,0,0,0,0,0.220735,0,0,0,0,0,1.83581,0.493387,2.5418
3,2,1,0,0.170096,0,0,0,0,0,0,0,0,0,0,0,0.503788,0.207665,0,0,0,0,0,0,0,0,0.177729,0,0,0,4.65278,0.207665,1.21632
13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06635,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0977,1.0837,3.38418
2,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26671,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16697,0.202942,1.80536
6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14462,0.229875,0,0.373293,0,0,0,0,0,0,0,0,0,0,2.32654,0.373293,2.17245
7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0.322391,2.31968,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83867,0.322391,2.79343
7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71776,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35873,0,1.71776
13,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01774,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37267,0.143204,2.16095
10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5973,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82067,0.177785,1.77508
15,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130732,0,0.493828
15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3771,0,0.246284
6,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09076,0.152016,0,0,0,0,0,0,0,0,0,0,0,0,2.08681,0.152016,2.24278
1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864783,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75352,0,0.864783
14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04319,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05554,0.294017,1.33721
5,15,3,0,0,0,0,0,0,0,0,0,0,0.244897,0,0,2.10017,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98726,0.244897,2.34507
11,8,4,0,0,0,0.260445,0,0,0,0,0,0,0,0,0,1.78947,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71835,0.33291,2.38283
2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65597,0,1.08856
6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89811,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8938,0.347782,3.47946
12,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25784,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19255,0.168696,2.5865
2,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29473,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25976,0.167829,1.58654
2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05252,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02395,0.219921,1.27244
2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70891,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83631,0.274217,2.33935
4,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91309,0,0,0,0,0,0,0,0,0,0.28804,0,0,0,2.89535,0.28804,3.20113
10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35659,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42083,0.190299,1.54689
11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6402,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40572,0.212959,1.85316
7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00135,0,0,0,0,0,0,0,0,0.218087,0,0,0,0,3.33284,0.218087,3.5495
15,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91481,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9157,0.246823,2.30538
6,12,6,0,0,0,0,0.386737,0,0,0,0,0,0,0,0,1.63138,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06227,0.386737,2.2082
10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08174,0,0,0,0.284319,0,0,0,0,1.44193,0,0,0,0,5.11278,1.44193,5.80798
11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32261,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31097,0.417217,6.05139
10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01809,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03898,0.241603,2.25969
1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981824,0.512659,1.72322
2,6,6,0,0,0,0,0.280278,0,0,0,0,0,0,0,0,4.61586,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2886,0.394404,5.29055
14,14,2,0,0,0,0,0,0,0,0,0.338829,0,0.249534,0,0,2.36673,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10706,0.338829,2.9551
16,3,6,0,0,0,0,0,0,0,0,0,0,2.35954,0,0,2.5932,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83864,2.35954,4.95274
11,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63828,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72132,0.299676,2.93795
11,8,2,0,0,0,0,0.207761,0,0,0,0,0,0,0,0,3.03338,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66141,0.224514,3.46565
7,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33119,0.216902,0,0,0,0,0,0,0.414635,0,0,0,0,0,4.31379,0.414635,4.96273
11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514469,0.160595,0.839471
15,16,6,0,0,0,0,0,0,0,0,0,0,0,0.191264,0,2.71032,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85265,0.304152,3.38614
4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84319,0,0,1.57853,0.316281,0,0,0,0,0,0,0,0,0,5.11584,1.57853,3.86161
10,6,4,0,0,0,0,0,0,0,0,0,0,1.27781,0,0,2.56105,0,0,0,0,0,0.183476,0,0,0,0,0,0,0,3.68168,1.27781,4.31443
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76696,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5457,0.385114,2.48888
3,9,4,0,0,0,0,0,0,0,0,0,0,0.236003,0,0,3.87366,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85764,0.236003,4.37985
4,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52217,0,0,1.05636,0,0,0,0,0,0,0,0,0,0,3.22339,1.05636,3.86056
11,10,4,0,0,0,0,0.624939,0,0,0,0,0,0,0,0,1.22221,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45568,0.624939,2.21584
7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03641,0,0,0.326323,0,0,0,0,0,0,0,0,0,0,3.07915,0.326323,2.81453
13,4,7,0,0,0,0,0,0,0,0.233233,0,0,0.173017,0,0,0.930934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993635,0.233233,1.33718
13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820138,0,0,0.405183,0,0,0,0,0,0,0,0,0,0,0.939989,0.405183,1.36887
6,13,1,0,0,0,0,1.19887,0,0,0.686913,0,0,0,0,0,3.09628,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94731,1.19887,4.98206
16,4,1,0,0,0.142207,0,0,0,0,0,0,0,0,0,0,3.41686,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39701,0.270637,3.8297
6,4,5,0,0,0,0.147017,0,0,0,0,0,0,0,0,0,5.25778,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12681,0.211169,5.79531
3,2,8,0,0,0,0,0,0,0,0,0.141115,0,0,0,0,3.22812,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13378,0.183544,3.55278
6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69051,0,0,0,0,0,0,0,0,0,0,0,0.245365,0,3.29084,0.337958,4.27383
8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.438328,0.813468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617164,0.438328,1.2518
10,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221743,0,0.782422
14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520121,0,0.447295
15,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791932,0,0.512842
4,8,6,0,0,0,0,0.184141,0,0,0,0,0,0,0,0,3.915,0,0,0,0,0,0,0,0,0.165517,0,0,0,0,3.52913,0.184141,4.26466
12,5,3,0,0,0,0,0,0,0,0,0,0,1.03821,0,0,3.85296,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59738,1.03821,5.18289
