ix1,iy1,iz1,E111,E112,E113,E121,E122,E123,E131,E132,E133,E211,E212,E213,E221,E222,E223,E231,E232,E233,E311,E312,E313,E321,E322,E323,E331,E332,E333,trueE
2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75729,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72268
1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68551,0,0,1.09485,0,0,0,0,0,0,0,0,0,0,5.21247
11,6,8,0,0,0,0,0,0,0.391453,0,0,0,0,0,0,2.41924,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12962
12,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57009,0,0,0.141571,0,0,0,0,0,0,0,0,0.389775,0,3.42151
9,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674288,0,0,0,0,0,0,0.316293,0,0,0,0,0,0,2.02428
2,13,8,0,0,0,0,0.825844,0,0,0,0,0,0,0,0,1.53684,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45753
12,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18507,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97866
2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04661,0,0,0,0,0,0,0,0,0.740735,0,0,0,0,2.10248
2,14,2,0,0,0,0.201898,0,0,0,0,0,0,0,0,0,1.78054,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73093
10,2,8,0,0,0,0,0,0,0,0,0,0,1.11448,0,0,5.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11281
12,3,7,0,0,0,0,0,0.446542,0,0,0,0,0,0,0,4.03806,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12402
11,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86142,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8527
13,13,2,0,0,0,0,0,0,0,0,0.110154,0,0.285626,0,0,3.0749,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02404
3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782197
11,2,6,0,0,0,0,0,0,0,0,0,0.427713,0,0,0,3.123,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87318
9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34345,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52925
2,7,1,0,0,0,0,0.137139,0,0,0,0,0,0,0,0,3.62038,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07876
4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10357,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06652
9,15,4,0.226322,0,0,0.114376,0,0,0,0,0,0,0,0,0,0.949735,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15272
13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43196,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16001
11,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42779,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42701
5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0.37047,1.92214,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86757
11,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18653,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0821
11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582018
9,8,7,0,0,0,0,0.309942,0,0,0,0,0,0,0,0,2.58825,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14969
2,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916304
12,15,5,0,0,0.275723,0,0,0,0,0,0,0,0,0,0,2.60383,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80574
9,15,8,0,0,0,0,0,0,0,0,0,0.208409,0,0,0,3.01219,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70631
8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30645,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737
2,16,6,0,0,0,0,0,0.459111,0,0,0,0,0,0,0,2.82085,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5044
6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38176,0,0,0,0,0,0,0,0,0.276135,0,0,0,0,3.24115
11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959053
8,8,3,0,0,0,0,0,0,0,0,0,0,0,0.44249,0,3.17829,0,0,0.62815,0,0,0,0,0,0,0,0,0,0,3.58084
16,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60068,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78244
14,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94127,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00738
14,7,4,0,0.228207,0,0,0,0,0,0,0,0,1.85167,0,0,3.34131,0,0,0,0,0,0,0,0,0,0,0,0.210524,0,5.46046
14,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50074,0,0,0.812585,0,0,0,0,0,0,0,0,0,0,3.01413
3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53455,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99243
8,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436738
11,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31855,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16409
2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40651,0,0,0,0,0,0,0,0,0.489137,0,0,0,0,2.00111
2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21042,0.249018,0,0,0,0,0,0,0,0,0,0,0,0,2.11154
14,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99516,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52365
13,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12752,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18042
7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60536,0,0,0.268911,0,0,0,0,0,0,0,0,0,0,2.27522
8,8,8,0,0,0,0,0.13598,0,0,0,0,0,0,0,0,1.66584,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41437
10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04278,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61063
14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970356,0,0,0,0,0,0,0,0,0.29323,0,0,0,0,1.60955
5,8,5,0,0,0,0,0,0,0,0,0,0,0.349171,0,0,1.20469,0,0,0,0.298069,0,0,0,0,0,0,0,0,0,1.20572
14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297034,0,0,0.187579,0,0,0,0,0,0,0,0,0,0,0.910306
15,6,4,0,0,0,0,0,0,0,0,0,0,0.140446,0,0,2.34146,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73126
8,6,4,0,0,0.133233,0,0,0,0,0,0,0,0,0,0,1.60692,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77253
11,6,3,0,0,0,0,0,0,0,0,0,0,0.547065,0,0,1.63163,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34675
16,14,5,0,0,0,0,0.227683,0,0,0,0,0,0,0,0,0.821331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660214
14,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90348,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73688
4,10,4,0,0,0,0,0,0,0,0,0,0,0,0.103733,0,7.60824,0,0,0,0,0,0.105,0,0,0,0,0,0,0,7.29986
7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9842,0,0,0.147076,0,0,0,0,0,0,0,0,0,0,2.6682
7,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50102,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52313
3,9,9,0,0,0,0,0.492915,0,0,0,0,0,0.232713,0,0,1.12098,0,0,0.183303,0,0,0,0,0,0,0,0,0,0,2.21264
12,14,1,0,0,0,0,0,0,0,0.344502,0,0,2.06563,0,0,2.98945,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05665
3,11,9,0,0,0,0,0.114581,0,0,0,0,0,0,0,0,1.53951,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91938
5,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28334,0,0,0.159897,0,0,0,0,0,0,0,0,0,0,3.55775
5,15,9,0,0,0,0,0.174751,0,0,0,0,0,0,0,0,2.44284,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32234
8,6,2,0.215396,0,0,0,0.620589,0,0,0,0,0,0,0,0,2.22284,0,0,0.30451,0,0,0,0,0,0,0,0,0,0,4.49969
8,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.237906,1.9778,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11424
7,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78595,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33102
14,7,8,0,0,0,0,0,0,0,0,0,0,0.165553,0,0,3.23732,0,0,0,0,0,0.365862,0,0,0,0,0,0,0,4.40178
14,7,4,0,0,0,0,0,0,0,0,0,0,0.178605,0,0,1.98141,0,0,0,0,0,0.235635,0,0,0,0,0,0,0,2.32688
5,11,6,0,0,0,0,0.185815,0,0,0,0,0,0,0,0,0.695458,0,0,0,0,0,0,0,0,0,0.239635,0,0,0,2.08712
2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08138,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6347
2,8,5,0,0,0,0,0,0,0,0,0,0,0.457896,0,0,2.84559,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24506
11,6,8,0,0,0,0,0,0,0,0,0.177531,0,0,0,0,0.27067,0,0,0.159458,0,0,0,0,0,0,0,0,0,0,1.86998
15,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89524,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61782
7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48466,0.258975,0,0,0,0,0,0,0,0,0.160247,0,0,0,4.38427
7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73323,0,0,0,0,0,0.328225,0,0,0,0,0,0,0,1.47717
16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66409,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68912
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68156,0,0,0,0.227792,0,0,0,0,0.156673,0,0,0,0,1.47734
15,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46297,0,0,0,0,0,0,0,0,0.139659,0,0,0,0,2.72942
13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77013,0.221512,0,0,0,0,0,0,0,0,0,0,0,0,2.52629
9,6,6,0,0,0,0,0,0,0,0,0,0,0.249762,0.405502,0.135546,3.05963,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1778
14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9108,0,0,0,0,0,0,0,0,0.134662,0,0,0,0,1.75358
15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2003,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23211
11,6,4,0,0,0,0,2.04568,0,0,0,0.100947,0,0,0,0,2.05974,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95656
8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88652,0,0,0,0,0,0,0,0,0,0,0,0,0.179252,4.56773
13,11,7,0,0,0,0,0,0,0.133128,0,0,0,0,0,0,1.67615,0,0,0,0,0,0,0,0,0.487888,0,0,0,0,2.6874
10,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960779
3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79617,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622
8,6,5,0,0,0,0,0,0,0,0,0,0,0.318777,0,0,0.860716,0,0.226572,0,0,0,0,0,0,0,0,0,0,0,0.61716
3,5,4,0.434403,0,0,0,0.896344,0,0,0,0,0,0,0,0,2.93682,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19346
2,10,6,0,0,0.543896,0,0,0,0,0,0,0,0,0,0,1.85752,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21093
11,12,8,0,0,0,0.12974,0,0,0,0,0,0,0,0,0,1.46854,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88757
16,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38263,0,0,0.439461,0,0,0,0,0,0,0,0,0,0,1.46293
15,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33514,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79343
8,10,7,0,0,0,0,0,0,0,0,0,0,0.227346,0,0,3.53449,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50344
2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0.414637,4.07373,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96629
9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20661,0,0,0,0,0,0,0,0,0,0,0,0,0,4.174
7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10734,0,0.561776,0,0,0,0,0,0,0,0,0.137794,0,0,4.58908
9,3,4,0,0,0,0,0,0,0,0,0.115332,0,0,0,0,1.5053,0,0,1.38067,0,0,0,0,0,0,0,0,0,0,2.97346
10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64145,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01085
14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686469,0,0,0,0,0,0,0,0,0,0.186499,0,0,0,0.860913
7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21908,0,0,0,0,0,0,0,0,0,0,0,0,0.180334,1.70209
3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08316,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51729
8,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3142,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34408
6,3,4,0,0,0,0,0,0,0.234695,0,0,0,0,0,0,5.10214,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7274
2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251042,0,0,0,0,0,0,0,0,0,0,0,0,0.185926,0.462936
8,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21984,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0554
3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0936,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98659
7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86882,0,0,0.235143,0,0,0,0,0,0,0.439655,0,0,0,2.84647
11,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69217,0,0,0,0,0,0,0,0,1.41147,0,0,0,0,3.48469
13,7,5,0,0,0,0,0.490024,0,0,0,0,0,0,0,0,1.60932,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8599
16,6,8,0,0,0,0,0,0,0.350884,0,0,0,0,0,0,1.80259,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35683
2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1035,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20701
10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75127,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80211
13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.004,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55259
8,12,8,0,0,0,0,0.828786,0,0,0,0,0,0,0,0,3.14381,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4991
3,13,4,0,0,0,0,0.443484,0,0,0,0,0,0,0,0,1.67024,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14698
6,12,9,0,0,0,0,0.105847,0,0,0,0,0,0,0,0,5.20332,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98824
5,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04431,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40971
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660315
6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424952,0,0,0,0,0,0,0,0,0,0.239589,0,0,0,0.396862
4,7,5,0,0,0,0,0.677686,0,0.123123,0,0,0,0,0.316748,0,3.30739,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85756
2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75973,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18483
11,4,3,0,0,0,0,0,0,0,0,0.243059,0,0,0,0,3.92705,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36162
14,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96601,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68311
6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935874
8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03358,0,0,0.335961,0,0,0,0,0,0,0,0,0,0,2.949
7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36947,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78797
1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540161,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90536
1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34772,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07987
10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39968
15,14,5,0,0.26486,0,0,0,0,0,0,0,0,0,0,0,0.942258,0,0,0.374472,0,0,0,0,0,0,0,0,0,0,0.912476
2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48552,0,0,0.950736,0,0,0,0,0,0,0,0,0,0,3.13051
4,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55285,0,0,0,0,0,0,0,0,0,0.255594,0,0,0,1.55828
2,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94152,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33064
15,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16886,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74839
3,13,4,0,0,0,0,0,0,0,0,0,0,0.352033,0,0,4.27867,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08355
16,13,6,0,0,0,0,0.114443,0,0,0,0,0,0,0,0,1.2688,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8881
4,5,4,0,0,0,0,0,0,0,0,0.134566,0,0,0,0,2.95142,0,0,0,0,0,0.397936,0,0,0.100663,0,0,0,0,3.14529
11,1,5,0,0,0,0,0,0,0.298591,0,0,0,0,0,0,0.873433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807006
4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78855,0.404778,0,0,0,0,0,0,0,0,0,0,0,0,1.88719
5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16164,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2689
10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19309,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06353
13,10,2,0,0,0,0,0,0,0,0,0,0,0.804098,0,0,2.4861,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85882
12,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914301,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38723
9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13633
14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03564,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03207
11,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61611,0,0,0,0,0,0,0,0,0.799575,0,0,0,0,2.42656
16,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52202,0,0.229022,0,0,0,0,0,0,0,0,0,0,0,1.34466
11,15,4,0,0.371228,0,0,0,0,0,0,0,0,0,0,0,1.64139,0,0,0,0,0,0,0,0,0,0,0.310193,0,0,3.06293
6,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94308,0,0,0.338986,0,0,0,0,0,0,0,0,0,0,1.84807
3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1265,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34855
4,6,2,0,0,0,0,0,0,0,0,0,0,0.204496,0,0,1.1185,0,0,0.191913,0,0,0,0,0,0,0,0,0,0,2.05535
6,12,3,0.222743,0,0,0,0,0,0,0,0,0,0,0,0,4.70927,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66464
12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06423,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12744
16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65773,0,0,0.180197,0.105486,0,0,0,0,0,0,0,0,0,1.76148
15,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62543,0,0,0,0,0,0,0,0,0,0,0,0.220975,0,3.34437
4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41177,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30503
14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03307,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26501
3,7,9,0,0,0,0.318778,0,0,0,0,0,0,0,0,0,2.82642,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67555
15,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679268,0,0,0,0,0,0,0,0,0.325432,0,0,0,0,0.616791
10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90424,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1645
9,8,6,0,0,0,0.229929,0,0,0,0,0,0,0.145296,0,0,4.79974,0,0,0,0,0,0,0.252326,0,0,0,0,0,0,5.27269
13,5,3,0,0,0,0,0,0,0,0,0.426373,0,0,0,0,1.92888,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90154
13,14,4,0,0,0,0,0.261297,0,0,0,0,0,0,0,0,2.41058,0.204013,0,0,0,0,0,0,0,0,0,0,0,0,2.42734
5,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76463,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95774
15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31209,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41011
7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669979,0,0,0,0,0,0,0,0,0.348838,0,0,0,0,1.12459
10,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17976,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80236
1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37262,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11509
12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694137
13,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838725
16,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0.236652,2.02231,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33664
5,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836511,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48505
8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59032,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48637
14,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47665,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01373
8,8,8,0,0,0,0,0,0,0,0,0,0,0.1071,0,0,1.41728,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08663
7,10,7,0.11797,0,0,0,0,0,0,0,0,0,0,0,0,3.21309,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92016
5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31355,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33673
5,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91783,0,0,0,0,0,0.453161,0,0,0,0,0,0,0,5.80179
1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46561,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51818
5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28021,0.394515,0,0,0,0,0,0,0,0,0,0,0,0,2.07243
5,15,2,0.182118,0,0,0,0,0,0,0,0,0,0,0,0,1.87786,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92072
15,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50476,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60869
3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48185,0,0,0,0,0,0,0,0.139117,0,0,0,0,0,1.40903
12,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71954,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73896
11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30668,0.149094,0,0,0,0,0,0,0,0,0,0,0,0,0.69154
16,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18847,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28735
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11893,0,0,0,0,0,0,0,0,0.882027,0,0,0,0,1.73984
7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33355,0,0,0,0,0,0,0,0,0,0,0.224196,0,0,4.48526
4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30109,0,0,0,0,0,0,0,0,0,0,0.154042,0,0,1.27933
6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81405,0,0,1.5937,0,0,0,0,0,0,0,0,0,0,3.92042
6,7,4,0,0.379619,0,0,0,0,0,0,0,0,0,0,0,1.71229,0,0,0,0,0,0,0,0,0.131138,0,0,0,0,2.33046
11,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657014,0,0,0.327122,0,0,0.1059,0,0,0.380046,0,0,0,0,1.23622
9,13,8,0,0,0,0,0.262088,0,0,0,0,0,0,0,0,2.63898,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21802
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13436,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19987
2,12,3,0,0,0,0,0,0,0.217631,0,0,0,0,0,0,3.8622,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76217
5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03793,0,0,0,0,0,0,0,0,0.319338,0,0,0,0,0.984505
